"Nom";"ISIN";"Symbole";"Marché";"Trading Currency";"Ouvert";"Haut";"Bas";"Dernier";"Last Date/Time";"Time Zone";"Volume";"Capitaux"
"European Equities";"";;;;;;;;;;;
"02 Nov 2013";;;;;;;;;;;;
"All datapoints provided as of end of last active trading day.";;;;;;;;;;;;
"ARTHUR";"FR0004166155";"ART";"NYSE Euronext Brussels";"EUR";"0,84";"0,84";"0,84";"0,84";"26/04/2013 16:30";"CET";"101";"84,84"
"ARTHUR MAURY";"FR0010772426";"MLAMY";"Marché Libre Paris";"EUR";"1,07";"1,07";"1,07";"1,07";"31/10/2013 15:00";"CET";"200";"214,00"
"ARTOIS NOM.";"FR0000076952";"ARTO";"NYSE Euronext Paris";"EUR";"4739,99";"4739,99";"4739,99";"4739,99";"31/10/2013 16:30";"CET";"2";"9479,98"
"ARTPRICE COM";"FR0000074783";"PRC";"NYSE Euronext Paris";"EUR";"16,80";"17,05";"16,80";"16,95";"01/11/2013 17:35";"CET";"6374";"107927,15"
"ARTSNET";"FR0010923433";"MLART";"Marché Libre Paris";"EUR";"12,95";"12,95";"12,95";"12,95";"13/04/2012 15:00";"CET";"15";"194,25"
"ARYZTA";"CH0043238366";"ARYNz";"NYSE Arca Europe";"CHF";"46,00";"46,00";"46,00";"46,00";"24/07/2012 16:30";"CET";"5";"230,00"
"ASCENCIO (D)";"BE0003856730";"ASC";"NYSE Euronext Brussels";"EUR";"54,99";"54,99";"54,38";"54,38";"01/11/2013 16:30";"CET";"140";"7643,70"
"ASCOPIAVE";"IT0004093263";"ASCm";"NYSE Arca Europe";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"ASHMORE GROUP";"GB00B132NW22";"ASHMl";"NYSE Arca Europe";"GBX";"340,00";"340,00";"340,00";"340,00";"27/08/2013 13:00";"CET";"100";"34000,00"
"ASHTEAD GROUP";"GB0000536739";"AHTl";"NYSE Arca Europe";"GBX";"651,50";"651,50";"651,50";"651,50";"21/08/2013 15:33";"CET";"105";"68407,50"
"ASM INTERNATIONAL";"NL0000334118";"ASM";"NYSE Euronext Amsterdam";"EUR";"25,12";"25,37";"24,69";"25,26";"01/11/2013 17:35";"CET";"672152";"16881994,96"
"ASML HOLDING";"NL0010273215";"ASML";"NYSE Euronext Amsterdam";"EUR";"70,00";"70,00";"69,00";"69,11";"01/11/2013 17:35";"CET";"801718";"55657650,35"
"ASSA ABLOY B";"SE0000255648";"ASSABs";"NYSE Arca Europe";"SEK";"287,80";"287,80";"287,80";"287,80";"01/08/2013 17:04";"CET";"142";"40867,60"
"ASSICURAZ.GEN.ORD.";"IT0000062072";"GEN";"Traded not listed Amsterdam";"EUR";"12,75";"12,75";"12,75";"12,75";"09/11/2012 15:30";"CET";"2000";"25500,00"
"ASSIMA";"GB00B19RTX44";"ALSIM";"NYSE Alternext Paris";"EUR";"4,50";"4,50";"4,50";"4,50";"08/10/2013 15:30";"CET";"4910";"22095,00"
"ASSYSTEM";"FR0000074148";"ASY";"NYSE Euronext Paris";"EUR";"20,01";"20,29";"19,96";"20,28";"01/11/2013 17:35";"CET";"25537";"514712,84"
"ASSYSTEMBSAARJUL15";"FR0010630590";"ASYBS";"NYSE Euronext Paris";"EUR";"8,95";"9,10";"8,95";"9,10";"01/11/2013 17:35";"CET";"4599";"41440,90"
"ASTALDI";"IT0003261069";"ASTm";"NYSE Arca Europe";"EUR";"5,05";"5,05";"5,05";"5,05";"27/12/2012 15:45";"CET";"266";"1343,30"
"ASTELLIA";"FR0004176535";"ALAST";"NYSE Alternext Paris";"EUR";"11,70";"12,75";"11,70";"12,75";"01/11/2013 17:21";"CET";"201";"2486,70"
"ASTM SPA";"IT0000084027";"ATm";"NYSE Arca Europe";"EUR";"6,655";"6,655";"6,655";"6,655";"21/09/2012 11:07";"CET";"37";"246,235"
"ASTRAZENECA";"GB0009895292";"AZNl";"NYSE Arca Europe";"GBX";"3059,50";"3059,50";"3059,50";"3059,50";"24/06/2013 17:04";"CET";"100";"305950,00"
"AT&T";"US00206R1023";"Tn";"NYSE Arca Europe";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"ATARI";"FR0010478248";"ATA";"NYSE Euronext Paris";"EUR";"0,88";"0,88";"0,84";"0,86";"21/01/2013 08:59";"CET";"392401";"337428,44"
"ATENOR GROUP (D)";"BE0003837540";"ATEB";"NYSE Euronext Brussels";"EUR";"33,84";"33,90";"33,40";"33,78";"01/11/2013 17:35";"CET";"1318";"44491,77"
"ATKINS(WS)";"GB0000608009";"ATKl";"NYSE Arca Europe";"GBX";"1191,00";"1191,00";"1191,00";"1191,00";"23/08/2013 17:24";"CET";"179";"213189,00"
"ATLANTIA";"IT0003506190";"ATLm";"NYSE Arca Europe";"EUR";"13,94";"13,94";"13,94";"13,94";"20/08/2013 11:00";"CET";"300";"4182,00"
"ATLAS COPCO A";"SE0000101032";"ATCOAs";"NYSE Arca Europe";"SEK";"182,40";"182,40";"182,40";"182,40";"11/02/2013 10:11";"CET";"53";"9667,20"
"ATLAS COPCO B";"SE0000122467";"ATCOBs";"NYSE Arca Europe";"SEK";"147,60";"147,60";"147,60";"147,60";"14/11/2012 13:51";"CET";"139";"20516,40"
"ATMEL CORP.";"US0495131049";"AML";"NYSE Euronext Paris";"EUR";"5,15";"5,15";"5,15";"5,15";"31/10/2013 14:39";"CET";"1600";"8240,00"
"ATOS";"FR0000051732";"ATO";"NYSE Euronext Paris";"EUR";"62,87";"63,60";"62,72";"63,21";"01/11/2013 17:35";"CET";"233807";"14770610,07"
"ATRESMEDIA CORPORA";"ES0109427734";"A3TVe";"NYSE Arca Europe";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"ATRIUM EUR REALEST";"JE00B3DCF752";"ATRS";"NYSE Euronext Amsterdam";"EUR";"4,30";"4,36";"4,25";"4,36";"31/10/2013 16:57";"CET";"1210";"5205,10"
"ATTIJARIWAFA BANK";"MA0000011827";"BCMA";"NYSE Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"AUBAY";"FR0000063737";"AUB";"NYSE Euronext Paris";"EUR";"6,88";"6,88";"6,71";"6,71";"01/11/2013 17:35";"CET";"15147";"102574,24"
"AUDERGHEM CERT";"BE0003667780";"AUDB";"NYSE Euronext Brussels";"EUR";"61,90";"61,90";"61,90";"61,90";"01/11/2013 15:00";"CET";"60";"3714,00"
"AUDIKA GROUPE";"FR0000063752";"ADI";"NYSE Euronext Paris";"EUR";"9,90";"9,90";"9,70";"9,71";"01/11/2013 17:35";"CET";"2267";"22102,10"
"AUFEMININ.COM";"FR0004042083";"FEM";"NYSE Euronext Paris";"EUR";"24,00";"24,10";"23,99";"24,10";"01/11/2013 17:35";"CET";"262";"6304,70"
"AUGROS COSMETICS";"FR0000061780";"AUGR";"NYSE Euronext Paris";"EUR";"3,60";"3,60";"3,50";"3,50";"31/10/2013 16:30";"CET";"617";"2193,50"
"AUPLATA";"FR0010397760";"ALAUP";"NYSE Alternext Paris";"EUR";"0,98";"0,99";"0,94";"0,97";"01/11/2013 17:35";"CET";"57219";"55064,54"
"AUREA";"FR0000039232";"AURE";"NYSE Euronext Paris";"EUR";"4,26";"4,36";"4,25";"4,36";"01/11/2013 17:24";"CET";"2540";"10884,99"
"AURES TECHNOLOGIES";"FR0000073827";"AURS";"NYSE Euronext Paris";"EUR";"27,30";"27,30";"27,00";"27,10";"01/11/2013 11:56";"CET";"269";"7268,50"
"AURIGA INTERN (D)";"BE0003896165";"AURI";"Marché Libre Brussels";"EUR";"5,00";"5,00";"5,00";"5,00";"03/12/2012 14:00";"CET";"100";"500,00"
"AURUBIS";"DE0006766504";"NDAd";"NYSE Arca Europe";"EUR";"40,615";"40,615";"40,60";"40,60";"12/07/2013 12:56";"CET";"142";"5766,265"
"AUSY";"FR0000072621";"OSI";"NYSE Euronext Paris";"EUR";"23,09";"23,09";"23,08";"23,09";"01/11/2013 16:52";"CET";"337";"7779,31"
"AUSYBSA15OCT15";"FR0010505941";"OSIBS";"NYSE Euronext Paris";"EUR";"0,20";"0,25";"0,20";"0,25";"30/10/2013 17:17";"CET";"3620";"895,00"
"AUSYBSAAR20OCT16";"FR0010805366";"OSIBR";"NYSE Euronext Paris";"EUR";"7,54";"7,54";"7,11";"7,54";"31/10/2013 12:41";"CET";"600";"4392,24"
"AUTOGRILL";"IT0001137345";"AGLm";"NYSE Arca Europe";"EUR";"9,595";"9,595";"9,595";"9,595";"16/04/2013 12:15";"CET";"796";"7637,62"
"AVANQUEST SOFTWARE";"FR0004026714";"AVQ";"NYSE Euronext Paris";"EUR";"1,34";"1,37";"1,34";"1,37";"01/11/2013 17:35";"CET";"69000";"93680,92"
"AVENIR FINANCE";"FR0004152874";"AVF";"NYSE Euronext Paris";"EUR";"6,24";"6,25";"6,00";"6,25";"31/10/2013 16:40";"CET";"317";"1963,49"
"AVENIR TELECOM";"FR0000066052";"AVT";"NYSE Euronext Paris";"EUR";"0,40";"0,40";"0,39";"0,40";"01/11/2013 17:35";"CET";"12840";"5126,00"
"AVEVA GROUP";"GB00BBG9VN75";"AVVl";"NYSE Arca Europe";"GBX";"-";"-";"-";"-";"-";"-";"-";"-"
"AVIAT LATECOERE BS";"FR0010910562";"LATBS";"NYSE Euronext Paris";"EUR";"4,39";"4,418";"4,22";"4,351";"01/11/2013 17:26";"CET";"17718";"77572,01"
"AVIATION LATECOERE";"FR0000032278";"LAT";"NYSE Euronext Paris";"EUR";"13,29";"13,36";"13,19";"13,24";"01/11/2013 17:35";"CET";"28512";"378207,34"
"AVIVA";"GB0002162385";"AVl";"NYSE Arca Europe";"GBX";"393,30";"393,30";"393,30";"393,30";"02/09/2013 15:54";"CET";"200";"78660,00"
"AVOCET MINING";"GB0000663038";"AVMl";"NYSE Arca Europe";"GBX";"-";"-";"-";"-";"-";"-";"-";"-"
"AVON PRODUCTS INC";"US0543031027";"AVPn";"NYSE Arca Europe";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"AXA";"FR0000120628";"CS";"NYSE Euronext Paris";"EUR";"18,445";"18,515";"18,29";"18,345";"01/11/2013 17:35";"CET";"2945940";"54177564,06"
"AXEL SPRINGER";"DE0005501357";"SPRd";"NYSE Arca Europe";"EUR";"38,745";"38,745";"38,745";"38,745";"19/08/2013 11:01";"CET";"45";"1743,525"
"AXWAY SOFTWARE";"FR0011040500";"AXW";"NYSE Euronext Paris";"EUR";"22,21";"22,25";"21,95";"22,17";"01/11/2013 17:35";"CET";"2934";"64652,82"
"AZ ELECT.MATERIALS";"LU0552383324";"AZEMl";"NYSE Arca Europe";"GBX";"326,40";"326,40";"326,40";"326,40";"22/08/2013 09:21";"CET";"41";"13382,40"
"AZ LEASING";"IT0004812258";"MLAZL";"Marché Libre Paris";"EUR";"1,65";"1,65";"1,65";"1,65";"13/07/2012 10:29";"CET";"1000";"1650,00"
"AZIMUT HOLDING";"IT0003261697";"AZMm";"NYSE Arca Europe";"EUR";"12,19";"12,19";"12,19";"12,19";"05/04/2013 15:01";"CET";"450";"5485,50"
"B SKY B GROUP";"GB0001411924";"BSYl";"NYSE Arca Europe";"GBX";"871,00";"871,00";"871,00";"871,00";"08/10/2013 17:00";"CET";"1000";"871000,00"
"B.COM.PORTUGUES";"PTBCP0AM0007";"BCP";"NYSE Euronext Lisbon";"EUR";"0,1099";"0,1104";"0,1092";"0,1098";"01/11/2013 16:37";"GMT";"20887424";"2290298,94"
"B.ESPIRITO SANTO";"PTBES0AM0007";"BES";"NYSE Euronext Lisbon";"EUR";"0,978";"0,979";"0,955";"0,964";"01/11/2013 16:35";"GMT";"8806255";"8524931,18"
"B.P.SONDRIO";"IT0000784196";"BPSOm";"NYSE Arca Europe";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"BABCOCK INTL GROUP";"GB0009697037";"BABl";"NYSE Arca Europe";"GBX";"1171,00";"1171,00";"1171,00";"1171,00";"14/08/2013 16:19";"CET";"300";"351300,00"
"BAC MAJESTIC";"FR0011451186";"BST";"NYSE Euronext Paris";"EUR";"10,99";"10,99";"10,99";"10,99";"09/10/2013 11:30";"CET";"24";"263,76"
"BAC MAJESTIC NR";"FR0010973487";"BSTNR";"NYSE Euronext Paris";"EUR";"0,16";"0,16";"0,16";"0,16";"05/08/2013 15:30";"CET";"19";"3,04"
"BACCARAT";"FR0000064123";"BCRA";"NYSE Euronext Paris";"EUR";"220,50";"220,50";"220,50";"220,50";"31/10/2013 16:30";"CET";"16";"3528,00"
"BAE SYSTEMS";"GB0002634946";"BAl";"NYSE Arca Europe";"GBX";"435,10";"435,30";"435,00";"435,00";"30/08/2013 16:57";"CET";"771";"335552,90"
"BAINS MER MONACO";"MC0000031187";"BAIN";"NYSE Euronext Paris";"EUR";"40,32";"42,00";"40,32";"42,00";"01/11/2013 17:35";"CET";"1692";"67997,04"
"BAKER HUGHES INC";"US0572241075";"BHIn";"NYSE Arca Europe";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"BALFOUR BEATTY";"GB0000961622";"BBYl";"NYSE Arca Europe";"GBX";"248,90";"248,90";"248,30";"248,30";"30/08/2013 11:36";"CET";"962";"239018,80"
"BALLAST NEDAM";"NL0000336543";"BALNE";"NYSE Euronext Amsterdam";"EUR";"11,50";"11,52";"11,35";"11,36";"01/11/2013 17:35";"CET";"44096";"504218,75"
"BALOISE HOLDING";"CH0012410517";"BALNz";"NYSE Arca Europe";"CHF";"77,65";"77,65";"77,65";"77,65";"26/11/2012 10:28";"CET";"29";"2251,85"
"BAM GROEP KON";"NL0000337319";"BAMNB";"NYSE Euronext Amsterdam";"EUR";"3,943";"3,969";"3,90";"3,93";"01/11/2013 17:37";"CET";"972751";"3821549,91"
"BAN RSWARR 10JUN15";"BE0974254832";"BANW";"NYSE Euronext Brussels";"EUR";"0,01";"0,01";"0,01";"0,01";"30/04/2013 11:06";"CET";"1420";"14,20"
"BANCA CARIGE";"IT0003211601";"CRGm";"NYSE Arca Europe";"EUR";"0,643";"0,643";"0,643";"0,643";"26/02/2013 08:39";"CET";"4500";"2893,50"
"BANCA GENERALI";"IT0001031084";"BGNm";"NYSE Arca Europe";"EUR";"13,65";"13,65";"13,65";"13,65";"08/01/2013 13:39";"CET";"122";"1665,30"
"BANCA INTERMOBILIA";"IT0000074077";"BIMm";"NYSE Arca Europe";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"BANCA POPOLARE DI";"IT0000064482";"PMIm";"NYSE Arca Europe";"EUR";"0,524";"0,548";"0,524";"0,545";"23/04/2013 16:10";"CET";"85177";"44953,232"
"BANCO BILBAO VIZC.";"ES0113211835";"BBV";"Traded not listed Amsterdam";"EUR";"8,61";"8,61";"8,61";"8,61";"29/10/2013 16:30";"CET";"1";"8,61"
"BANCO BPI";"PTBPI0AM0004";"BPI";"NYSE Euronext Lisbon";"EUR";"1,17";"1,172";"1,138";"1,14";"01/11/2013 16:35";"GMT";"1628019";"1881333,72"
"BANCO DI DESIO E D";"IT0001041000";"BDBm";"NYSE Arca Europe";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"BANCO POPOLARE";"IT0004231566";"BPm";"NYSE Arca Europe";"EUR";"1,123";"1,123";"1,123";"1,123";"23/04/2013 17:12";"CET";"1900";"2133,70"
"BANCO POPULAR";"ES0113790226";"POPe";"NYSE Arca Europe";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"BANCO SABADELL";"ES0113860A34";"SABe";"NYSE Arca Europe";"EUR";"2,243";"2,243";"2,243";"2,243";"14/09/2012 16:49";"CET";"840";"1884,12"
"BANCO SANTANDER";"ES0113900J37";"SANT";"NYSE Euronext Lisbon";"EUR";"6,53";"6,57";"6,47";"6,52";"01/11/2013 16:35";"GMT";"39951";"259806,45"
"BANCO SANTANDER";"ES0113900J37";"SANTA";"Traded not listed Amsterdam";"EUR";"6,82";"6,82";"6,52";"6,52";"01/11/2013 16:30";"CET";"198";"1305,96"
"BANCO SANTANDER";"ES0113900J37";"SANe";"NYSE Arca Europe";"EUR";"5,464";"5,464";"5,464";"5,464";"05/09/2013 15:22";"CET";"677";"3699,128"
"BANIF SA";"PTBAF0AM0002";"BANIF";"NYSE Euronext Lisbon";"EUR";"0,0081";"0,0082";"0,0081";"0,0081";"01/11/2013 16:35";"GMT";"38798102";"314957,64"
"BANIMMO A (D)";"BE0003870871";"BANI";"NYSE Euronext Brussels";"EUR";"8,98";"8,98";"8,95";"8,95";"01/11/2013 12:53";"CET";"544";"4869,10"
"BANK OF AMERICA";"US0605051046";"BACn";"NYSE Arca Europe";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"BANK OF GEORGIA HG";"GB00B759CR16";"BGEOl";"NYSE Arca Europe";"GBX";"-";"-";"-";"-";"-";"-";"-";"-"
"BANK OF IRELAND";"IE0030606259";"BIRi";"NYSE Arca Europe";"EUR";"0,134";"0,134";"0,134";"0,134";"26/02/2013 08:58";"CET";"6108";"818,472"
"BANKERS INV TRUST";"GB0000767003";"BNKRl";"NYSE Arca Europe";"GBX";"548,00";"548,00";"548,00";"548,00";"16/08/2013 09:31";"CET";"100";"54800,00"
"BANKIA";"ES0113307021";"BKIAe";"NYSE Arca Europe";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"BANKINTER";"ES0113679I37";"BKTe";"NYSE Arca Europe";"EUR";"3,92";"3,92";"3,92";"3,92";"09/08/2011 15:59";"CET";"279";"-"
"BARBARA BUI";"FR0000062788";"BUI";"NYSE Euronext Paris";"EUR";"21,99";"21,99";"21,00";"21,75";"01/11/2013 17:28";"CET";"195";"4108,49"
"BARCLAYS";"GB0031348658";"BARCl";"NYSE Arca Europe";"GBX";"266,45";"266,45";"266,45";"266,45";"29/10/2013 17:19";"CET";"600";"159870,00"
"BARCO";"BE0003790079";"BAR";"NYSE Euronext Brussels";"EUR";"55,99";"55,99";"54,50";"54,73";"01/11/2013 17:35";"CET";"26203";"1437669,22"
"BARR AG PLC";"GB00B6XZKY75";"BAGl";"NYSE Arca Europe";"GBX";"-";"-";"-";"-";"-";"-";"-";"-"
"BARRATT DEVELOPMTS";"GB0000811801";"BDEVl";"NYSE Arca Europe";"GBX";"305,40";"306,40";"302,70";"302,70";"30/08/2013 17:29";"CET";"231";"70377,40"
"BARRY CALLEBAUT N";"CH0009002962";"BARNz";"NYSE Arca Europe";"CHF";"904,50";"904,50";"904,50";"904,50";"22/01/2013 15:24";"CET";"3";"2713,50"
"BASF SE";"DE000BASF111";"BASd";"NYSE Arca Europe";"EUR";"67,50";"67,50";"67,46";"67,47";"20/08/2013 17:17";"CET";"275";"18554,10"
"BASILEA PHARMA N";"CH0011432447";"BSLNz";"NYSE Arca Europe";"CHF";"45,50";"45,50";"45,50";"45,50";"08/01/2013 09:48";"CET";"41";"1865,50"
"BASILIX CERT";"BE0003674851";"BAS";"NYSE Euronext Brussels";"EUR";"365,90";"365,90";"365,90";"365,90";"01/11/2013 15:00";"CET";"25";"9147,50"
"BASTIDE LE CONFORT";"FR0000035370";"BLC";"NYSE Euronext Paris";"EUR";"11,23";"11,24";"11,20";"11,20";"01/11/2013 17:27";"CET";"1491";"16730,17"
"BATENBURG TECHNIEK";"NL0006292906";"BATEN";"NYSE Euronext Amsterdam";"EUR";"12,00";"12,165";"11,855";"12,00";"01/11/2013 17:22";"CET";"3351";"40306,30"
"BATLA MINERALS";"FR0010436170";"MLBAT";"Marché Libre Paris";"EUR";"2,40";"2,40";"2,40";"2,40";"22/10/2013 15:00";"CET";"6830";"16392,00"
"BAUER";"DE0005168108";"B5Ad";"NYSE Arca Europe";"EUR";"20,06";"20,06";"20,02";"20,02";"14/12/2011 14:48";"CET";"40";"-"
"BAWAG CAP  7,125PL";"DE0008600966";"BACFP";"NYSE Euronext Amsterdam";"EUR";"21,75";"21,75";"21,75";"21,75";"01/11/2013 11:30";"CET";"2779";"60443,25"
"BAXTER INTL";"US0718131099";"BAXn";"NYSE Arca Europe";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"BAYER";"DE000BAY0017";"BAYNd";"NYSE Arca Europe";"EUR";"88,23";"88,23";"88,23";"88,23";"23/08/2013 15:39";"CET";"21";"1852,83"
"BAYWA";"DE0005194062";"BYW6d";"NYSE Arca Europe";"EUR";"39,30";"39,30";"39,30";"39,30";"22/05/2013 09:30";"CET";"3";"117,90"
"BBA AVIATION";"GB00B1FP8915";"BBAl";"NYSE Arca Europe";"GBX";"295,90";"295,90";"295,90";"295,90";"15/08/2013 16:13";"CET";"16";"4734,40"
"BBVA";"ES0113211835";"BBVAe";"NYSE Arca Europe";"EUR";"7,57";"7,57";"7,57";"7,57";"06/09/2013 09:07";"CET";"650";"4920,50"
"BCI NAVIGATION";"FR0000076192";"BNA";"NYSE Euronext Paris";"EUR";"0,97";"1,19";"0,96";"1,11";"11/09/2012 17:37";"CET";"1114852";"1233203,86"
"BD MULTI MEDIA";"FR0000035305";"ALBDM";"NYSE Alternext Paris";"EUR";"4,13";"4,13";"4,13";"4,13";"31/10/2013 15:30";"CET";"1120";"4625,60"
"BE SEMICONDUCTOR";"NL0000339760";"BESI";"NYSE Euronext Amsterdam";"EUR";"8,006";"8,162";"8,00";"8,075";"01/11/2013 17:35";"CET";"106687";"863094,50"
"BEAM";"US0737301038";"BEAM";"Traded not listed Amsterdam";"USD";"68,53";"68,53";"68,53";"68,53";"12/03/2008 16:30";"CET";"500";"-"
"BEAULIEU-AV. CERT";"BE0003661726";"BEAB";"NYSE Euronext Brussels";"EUR";"122,10";"122,10";"122,10";"122,10";"01/11/2013 15:00";"CET";"1272";"155311,20"
"BEAZLEY GROUP";"JE00B64G9089";"BEZl";"NYSE Arca Europe";"GBX";"203,10";"203,10";"203,10";"203,10";"28/08/2013 14:53";"CET";"100";"20310,00"
"BEFIMMO-SICAFI";"BE0003678894";"BEFB";"NYSE Euronext Brussels";"EUR";"52,75";"53,00";"52,75";"52,80";"01/11/2013 17:37";"CET";"12857";"679894,68"
"BEIERSDORF";"DE0005200000";"BEId";"NYSE Arca Europe";"EUR";"67,59";"67,59";"67,59";"67,59";"20/08/2013 14:19";"CET";"12";"811,08"
"BEKAERT (D)";"BE0974258874";"BEKB";"NYSE Euronext Brussels";"EUR";"30,90";"30,90";"30,575";"30,70";"01/11/2013 17:35";"CET";"36559";"1124527,54"
"BELGACOM";"BE0003810273";"BELG";"NYSE Euronext Brussels";"EUR";"20,42";"20,525";"20,17";"20,46";"01/11/2013 17:35";"CET";"788320";"16103908,93"
"BELIER";"FR0000072399";"BELI";"NYSE Euronext Paris";"EUR";"16,95";"17,48";"16,95";"17,14";"01/11/2013 17:19";"CET";"5097";"87637,52"
"BELLWAY";"GB0000904986";"BWYl";"NYSE Arca Europe";"GBX";"1418,00";"1418,00";"1418,00";"1418,00";"16/08/2013 17:07";"CET";"6";"8508,00"
"BELRECA";"BE0020575115";"BELR";"NYSE Euronext Brussels";"EUR";"88,00";"88,00";"88,00";"88,00";"10/10/2013 16:30";"CET";"29";"2552,00"
"BELUGA";"BE0003723377";"BELU";"NYSE Euronext Brussels";"EUR";"2,50";"2,50";"2,50";"2,50";"23/10/2013 16:30";"CET";"411";"1027,50"
"BELVEDERE";"FR0000060873";"BVD";"NYSE Euronext Paris";"EUR";"11,71";"12,32";"11,19";"11,27";"01/11/2013 17:35";"CET";"1618445";"18788746,97"
"BELVEDERE BSA 2004";"FR0010134247";"BVDBS";"NYSE Euronext Paris";"EUR";"20,00";"20,00";"20,00";"20,00";"12/09/2013 10:59";"CET";"16";"320,00"
"BELVEDERE BSA 2006";"FR0010304733";"BVDBR";"NYSE Euronext Paris";"EUR";"2,13";"2,13";"2,13";"2,13";"04/10/2013 09:30";"CET";"786";"1674,18"
"BELVEDERE BSA ACT1";"FR0011477116";"BVDBV";"NYSE Euronext Paris";"EUR";"0,64";"0,65";"0,57";"0,57";"01/11/2013 16:47";"CET";"39836";"24540,14"
"BELVEDERE BSA ACT2";"FR0011477124";"BVDBW";"NYSE Euronext Paris";"EUR";"1,07";"1,08";"0,97";"1,03";"01/11/2013 17:35";"CET";"12699";"13407,32"
"BELVEDERE BSA AOBS";"FR0011477819";"BVDBT";"NYSE Euronext Paris";"EUR";"0,22";"0,24";"0,21";"0,23";"01/11/2013 17:29";"CET";"284100";"63968,81"
"BENETEAU";"FR0000035164";"BEN";"NYSE Euronext Paris";"EUR";"13,50";"13,65";"13,41";"13,64";"01/11/2013 17:35";"CET";"20387";"275925,93"
"BENFICA";"PTSLB0AM0010";"SLBEN";"NYSE Euronext Lisbon";"EUR";"0,66";"0,66";"0,63";"0,63";"01/11/2013 15:31";"GMT";"395";"249,45"
"BENI STABILI";"IT0001389631";"BNS";"NYSE Euronext Paris";"EUR";"0,50";"0,50";"0,50";"0,50";"01/11/2013 17:09";"CET";"9450";"4725,00"
"BENI STABILI";"IT0001389631";"BNSm";"NYSE Arca Europe";"EUR";"0,305";"0,305";"0,305";"0,305";"30/11/2011 14:15";"CET";"4567";"-"
"BERENDSEN PLC";"GB00B0F99717";"BRSNl";"NYSE Arca Europe";"GBX";"854,00";"854,00";"854,00";"854,00";"20/08/2013 11:35";"CET";"100";"85400,00"
"BERKELEY GROUP HOL";"GB00B02L3W35";"BKGl";"NYSE Arca Europe";"GBX";"2140,00";"2140,00";"2140,00";"2140,00";"29/08/2013 16:47";"CET";"43";"92020,00"
"BERKSHIRE HATAW B";"US0846707026";"BRKBn";"NYSE Arca Europe";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"BERNARD LOISEAU";"FR0000066961";"ALDBL";"NYSE Alternext Paris";"EUR";"3,90";"3,90";"3,90";"3,90";"01/11/2013 15:30";"CET";"1";"3,90"
"BETER BED";"NL0000339703";"BBED";"NYSE Euronext Amsterdam";"EUR";"16,30";"16,83";"16,30";"16,83";"01/11/2013 17:35";"CET";"5062";"84823,49"
"BETFAIR GROUP";"GB00B44JTH01";"BETl";"NYSE Arca Europe";"GBX";"974,00";"974,00";"974,00";"974,00";"15/08/2013 16:28";"CET";"100";"97400,00"
"BEVER HOLDING";"NL0000285278";"BEVER";"NYSE Euronext Amsterdam";"EUR";"2,00";"2,00";"2,00";"2,00";"30/10/2013 16:30";"CET";"3024";"6048,00"
"BG GROUP";"GB0008762899";"BGl";"NYSE Arca Europe";"GBX";"1224,00";"1224,00";"1224,00";"1224,00";"18/10/2013 14:56";"CET";"100";"122400,00"
"BH GLOBAL LTD GBP";"GG00B2QQPT96";"BHGGl";"NYSE Arca Europe";"GBX";"1186,00";"1186,00";"1186,00";"1186,00";"02/08/2013 10:27";"CET";"54";"64044,00"
"BH GLOBAL LTD USD";"GG00B2QQPS89";"BHGUl";"NYSE Arca Europe";"USD";"11,95";"11,95";"11,95";"11,95";"30/04/2013 12:39";"CET";"4";"47,80"
"BH MACRO LTD EUR";"GG00B1NPGZ52";"BHMEl";"NYSE Arca Europe";"EUR";"21,21";"21,21";"21,21";"21,21";"12/07/2013 13:13";"CET";"7";"148,47"
"BH MACRO LTD GBP";"GG00B1NP5142";"BHMGl";"NYSE Arca Europe";"GBX";"2218,00";"2218,00";"2218,00";"2218,00";"24/07/2013 17:18";"CET";"2";"4436,00"
"BH MACRO LTD USD";"GG00B1NPGV15";"BHMUl";"NYSE Arca Europe";"USD";"21,08";"21,08";"21,08";"21,08";"20/06/2013 14:49";"CET";"114";"2403,12"
"BHP BILLITON";"GB0000566504";"BLTl";"NYSE Arca Europe";"GBX";"1938,50";"1938,50";"1938,50";"1938,50";"28/10/2013 16:14";"CET";"200";"387700,00"
"BIC";"FR0000120966";"BB";"NYSE Euronext Paris";"EUR";"92,02";"92,17";"91,46";"91,71";"01/11/2013 17:35";"CET";"42786";"3922615,59"
